state,district,candidate,party,votes,prop,winner,year
Florida,2,"Roberts, Antoine Edward",W,3,8.737134569346637e-6,0,2016
Florida,3,"Yoho, Ted",R,193843,0.5656346658885323,1,2016
Florida,3,"McGurn, Kenneth ""Ken""",D,136338,0.39783484096877736,0,2016
Florida,3,"Wells, Tom",NPA,12519,0.0365304931426904,0,2016
Florida,4,"Rutherford, John",R,287509,0.7018200370061173,1,2016
Florida,4,"Bruderly, David E.",D,113088,0.2760519647904858,0,2016
Florida,4,"Koniz, Gary L.",NPA,9054,0.0221011467990685,0,2016
Florida,4,"Murphy, Daniel",W,11,2.685140432844638e-5,0,2016
Florida,5,"Lawson, Al",D,194549,0.6423430205299894,1,2016
Florida,5,"Smith, Glo",R,108325,0.3576569794700106,0,2016
Florida,6,"DeSantis, Ron",R,213519,0.5856735332035,1,2016
Florida,6,"McCullough, William (Bill)",D,151051,0.4143264667965,0,2016
Florida,7,"Murphy, Stephanie",D,182039,0.5147361128783702,1,2016
Florida,7,"Mica, John",R,171583,0.48517057584368944,0,2016
Florida,7,"Plaskon, Mike",W,33,9.331127794036562e-5,0,2016
Florida,8,"Posey, Bill",R,246483,0.6310998794042416,1,2016
Florida,8,"Westbrook, Corry",D,127127,0.3254984496659933,0,2016
Florida,8,"Stinson, Bill",NPA,16951,0.04340167092976513,0,2016
Florida,9,"Soto, Darren",D,195311,0.574848202118548,1,2016
Florida,9,"Liebnitzky, Wayne",R,144450,0.42515179788145196,0,2016
Florida,10,"Demings, Val",D,198491,0.6486867174963806,1,2016
Florida,10,"Lowe, Thuy",R,107498,0.35131328250361943,0,2016
Florida,11,"Webster, Daniel",R,258016,0.6536700792209141,1,2016
Florida,11,"Koller, Dave",D,124713,0.31595388111542644,0,2016
Florida,11,"Riggs, Bruce Ray",NPA,11990,0.030376039663659465,0,2016
Florida,12,"Bilirakis, Gus Michael",R,253559,0.685908204366609,1,2016
Florida,12,"Tager, Robert Matthew",D,116110,0.31409179563339096,0,2016
Florida,13,"Crist, Charlie",D,184693,0.5190309182165118,1,2016
Florida,13,"Jolly, David W.",R,171149,0.4809690817834882,0,2016
Florida,14,"Castor, Kathy",D,195789,0.6178706564376714,1,2016
Florida,14,"Quinn, Christine",R,121088,0.3821293435623286,0,2016
Florida,15,"Ross, Dennis A.",R,182999,0.5746120562432098,1,2016
Florida,15,"Lange, Jim",D,135475,0.4253879437567902,0,2016
Florida,16,"Buchanan, Vern",R,230654,0.5976792877206438,1,2016
Florida,16,"Schneider, Jan",D,155262,0.4023207122793561,0,2016
Florida,17,"Rooney, Tom",R,209348,0.6181383332103049,1,2016
Florida,17,"Freeman, April",D,115974,0.3424344873403706,0,2016
Florida,17,"Sawyer, John W., III",NPA,13353,0.03942717944932457,0,2016
Florida,18,"Mast, Brian",R,201488,0.535989231694146,1,2016
Florida,18,"Perkins, Randy",D,161918,0.43072691384823286,0,2016
Florida,18,"Spalding, Carla",NPA,12503,0.0332599130661474,0,2016
Florida,18,"Holloman, Marilyn",W,9,2.394139147367245e-5,0,2016
Florida,19,"Rooney, Francis",R,239225,0.6587208053617354,1,2016
Florida,19,"Neeld, Robert M.",D,123812,0.34092398517482364,0,2016
Florida,19,"Byron, David",W,109,3.0013822879895144e-4,0,2016
Florida,19,"Rossano, Timothy John",W,20,5.507123464200944e-5,0,2016
Florida,20,"Hastings, Alcee L.",D,222914,0.8031200461161551,1,2016
Florida,20,"Stein, Gary",R,54646,0.19687995388384494,0,2016
Florida,21,"Frankel, Lois",D,210606,0.6270629814119532,1,2016
Florida,21,"Spain, Paul",R,118038,0.35144896251723184,0,2016
Florida,21,"Trout, W. Michael ""Mike""",NPA,7217,0.02148805607081501,0,2016
Florida,22,"Deutch, Ted",D,199113,0.5893532632825218,1,2016
Florida,22,"McGee, Andrea Leigh",R,138737,0.41064673671747814,0,2016
Florida,23,"Schultz, Debbie Wasserman",D,183225,0.5670493934142115,1,2016
Florida,23,"Kaufman, Joseph ""Joe""",R,130818,0.4048588759593959,0,2016
Florida,23,"Endriss, Don",NPA,5180,0.016031195840554593,0,2016
Florida,23,"Milstein, Lyle",NPA,3897,0.012060534785838078,0,2016
Florida,24,"Wilson, Frederica",D,NA,NA,1,2016
Florida,25,"Diaz-Balart, Mario",R,157921,0.6236021165692623,1,2016
Florida,25,"Valdes, Alina",D,95319,0.37639788343073766,0,2016
Florida,26,"Curbelo, Carlos",R,148547,0.5295000392098153,1,2016
Florida,26,"Garcia, Joe",D,115493,0.4116781088036729,0,2016
Florida,26,"Peixoto, Jose",NPA,16502,0.058821851986511825,0,2016
Florida,27,"Ros-Lehtinen, Ileana",R,157917,0.5489385665173093,1,2016
Florida,27,"Fuhrman, Scott",D,129760,0.4510614334826907,0,2016
Georgia,1,"Carter, Earl ""Buddy""",R,210243,0.9958837015423093,1,2016
Georgia,1,"Russo, Nathan",W,869,0.004116298457690705,0,2016
Georgia,2,"Bishop, Sanford",D,148543,0.6122984843301086,1,2016
Georgia,2,"Duke, Greg",R,94056,0.38770151566989147,0,2016
Georgia,3,"Ferguson, Drew",R,207218,0.6834659797418755,1,2016
Georgia,3,"Pendley, Angela",D,95969,0.31653402025812455,0,2016
Georgia,4,"Johnson, Henry C. ""Hank,"" Jr.",D,220146,0.7571945972160598,1,2016
Georgia,4,"Armendariz, Victor",R,70593,0.24280540278394022,0,2016
Georgia,5,"Lewis, John R.",D,253781,0.8443914303491278,1,2016
Georgia,5,"Bell, Douglas",R,46768,0.15560856965087225,0,2016
Georgia,6,"Price, Tom",R,201088,0.6168248953236913,1,2016
Georgia,6,"Stooksbury, Rodney",D,124917,0.38317510467630866,0,2016
Georgia,7,"Woodall, Rob",R,174081,0.603816844201026,1,2016
Georgia,7,"Malik, Rashid",D,114220,0.396183155798974,0,2016
Georgia,8,"Scott, Austin",R,173983,0.676429193493204,1,2016
Georgia,8,"Harris, James Neal",D,83225,0.32357080650679604,0,2016
Georgia,9,"Collins, Doug",R,256535,1,1,2016
Georgia,10,"Hice, Jody",R,243725,0.9963779224973529,1,2016
Georgia,10,"Ware, Leonard",W,886,0.00362207750264706,0,2016
Georgia,11,"Loudermilk, Barry",R,217935,0.6740577388206038,1,2016
Georgia,11,"Wilson, Don",D,105383,0.3259422611793961,0,2016
Georgia,12,"Allen, Rick",R,159492,0.6160085279940675,1,2016
Georgia,12,"McCracken, Patricia C.",D,99420,0.38399147200593253,0,2016
Georgia,13,"Scott, David",D,252833,1,1,2016
Georgia,14,"Graves, Tom",R,216743,0.9990320484160163,1,2016
Georgia,14,"Boggs, Patrick A.",W,210,9.679515839836278e-4,0,2016
Guam,0,"Bordallo, Madeleine Zeien",D,18345,0.5369058768438305,1,2016
Guam,0,"Camacho, Felix P.",R,15617,0.4570650901428237,0,2016
Hawaii,NA,"Hanabusa, Colleen Wakako",D,145417,0.7186161091536245,1,2016
Hawaii,NA,"Ostrov, Shirlene D. (Shirl)",R,45958,0.22711346778218694,0,2016
Hawaii,NA,"Yim, Alan J.K.",LIB,6601,0.03262056662235554,0,2016
Hawaii,NA,"Griffin, Calvin (G)",N,4381,0.021649856441833,0,2016
Hawaii,NA,"Hanabusa, Colleen Wakako",D,129083,0.6506494750265889,1,2016
Hawaii,NA,"Ostrov, Shirlene DelaCruz",R,44090,0.22223790393717457,0,2016
Hawaii,NA,"Kaaihue, Angela Aulani",D,5885,0.029663644016109603,0,2016
Hawaii,NA,"Yim, Alan J.K.",LIB,5559,0.028020424313602934,0,2016
Hawaii,NA,"Kim, Howard",D,4259,0.021467707708515003,0,2016
Hawaii,NA,"Cross, Peter",D,3420,0.017238685222615947,0,2016
Hawaii,NA,"Griffin, Calvin C. (G)",N,2824,0.014234516686744863,0,2016
Hawaii,NA,"Ocasio, Javier",D,1893,0.009541763487254966,0,2016
Hawaii,NA,"Perry, Yvonne",N,1050,0.005292578796417176,0,2016
Hawaii,NA,"Plotzeneder, Peter H.",N,328,0.0016533008049760321,0,2016
Hawaii,2,"Gabbard, Tulsi",D,170848,0.8115677668205742,1,2016
Hawaii,2,"Kaaihue, Angela Aulani",R,39668,0.18843223317942578,0,2016
Idaho,1,"Labrador, Raul R.",R,242252,0.6817144449103296,1,2016
Idaho,1,"Piotrowski, James",D,113052,0.31813640930106907,0,2016
Idaho,1,Pro-Life,W,53,1.4914578860132204e-4,0,2016
Idaho,2,"Simpson, Mike",R,205292,0.629272584041663,1,2016
Idaho,2,"Martinez, Jennifer",D,95940,0.29408068367475176,0,2016
Idaho,2,"Tomkins, Anthony",CON,25005,0.07664673228358525,0,2016
Illinois,1,"Rush, Bobby L.",D,234037,0.7409469958399554,1,2016
Illinois,1,"Deuser, August (O'Neill)",R,81817,0.2590276766435975,0,2016
Illinois,1,"Carson, Tabitha",W,8,2.532751644705599e-5,0,2016
Illinois,2,"Kelly, Robin",D,235051,0.7980762048335948,1,2016
Illinois,2,"Morrow, John F",R,59471,0.20192379516640524,0,2016
Illinois,3,"Lipinski, Daniel William",D,225320,0.9995962929936871,1,2016
Illinois,3,"Harris, Diane",W,91,4.0370700631291287e-4,0,2016
Illinois,4,"Gutierrez, Luis V.",D,171297,1,1,2016
Illinois,5,"Quigley, Mike",D,212842,0.6784370975762135,1,2016
Illinois,5,"Kolber, Vince",R,86222,0.2748339304611697,0,2016
Illinois,5,"Sherman, Rob",GRE,14657,0.046719409417194734,0,2016
Illinois,5,"Krynski, Michael",W,3,9.562545422090755e-6,0,2016
Illinois,6,"Roskam, Peter J.",R,208555,0.5922401503921669,1,2016
Illinois,6,"Howland, Amanda",D,143591,0.4077598496078331,0,2016
Illinois,7,"Davis, Danny K.",D,250584,0.8423954334276859,1,2016
Illinois,7,"Leef, Jeffrey A.",R,46882,0.15760456657231414,0,2016
Illinois,8,"Krishnamoorthi, Raja",D,144954,0.5831492812918643,1,2016
Illinois,8,"DiCianni, Peter ""Pete""",R,103617,0.4168507187081357,0,2016
Illinois,9,"Schakowsky, Janice D",D,217306,0.6646500360913662,1,2016
Illinois,9,"Lasonde, Joan McCarthy",R,109550,0.33506857359580117,0,2016
Illinois,9,"Williams, David",W,79,2.4162863819322952e-4,0,2016
Illinois,9,"Atanus, Susanne",W,13,3.9761674639392197e-5,0,2016
Illinois,10,"Schneider, Brad",D,150435,0.5260038601938488,1,2016
Illinois,10,"Dold, Robert",R,135535,0.47390522944376845,0,2016
Illinois,10,"Kopsick, Joseph William",W,26,9.091036238269066e-5,0,2016
Illinois,11,"Foster, Bill",D,166578,0.6044786680843188,1,2016
Illinois,11,"Khouri, Tonia",R,108995,0.3955213319156811,0,2016
Illinois,12,"Bost, Michael",R,169976,0.543050843125603,1,2016
Illinois,12,"Baricevic, Charles ""C.J.""",D,124246,0.3969495402585287,0,2016
Illinois,12,"Bradshaw, Paula",GRE,18780,0.05999961661586827,0,2016
Illinois,13,"Davis, Rodney",R,187583,0.5966494271519177,1,2016
Illinois,13,"Wicklund, Mark D",D,126811,0.40335057284808234,0,2016
Illinois,14,"Hultgren, Randall M. ""Randy""",R,200508,0.5930487404502258,1,2016
Illinois,14,"Walz, Jim",D,137589,0.4069512595497742,0,2016
Illinois,15,"Shimkus, John M.",R,274554,1,1,2016
Illinois,16,"Kinzinger, Adam",R,259722,0.9994958688181395,1,2016
Illinois,16,"Burchardt, John F.",W,131,5.041311818605134e-4,0,2016
Illinois,17,"Bustos, Cheri",D,173125,0.6030801064556133,1,2016
Illinois,17,"Harlan, Patrick",R,113943,0.39691989354438667,0,2016
Illinois,18,"LaHood, Darin",R,250506,0.721331018218571,1,2016
Illinois,18,"Rodriguez, Junius",D,96770,0.2786488253096178,0,2016
Illinois,18,"Vance, Don",W,7,2.0156471811174173e-5,0,2016
Indiana,1,"Visclosky, Peter J.",D,207515,0.8151172702026451,1,2016
Indiana,1,"Dunn, Donna",LIB,47051,0.18481595393250924,0,2016
Indiana,1,"Meyer, John",W,17,6.677586484564955e-5,0,2016
Indiana,2,"Walorski, Jackie",R,164355,0.5925756335697314,1,2016
Indiana,2,"Coleman, Lynn C.",D,102401,0.36920286850521167,0,2016
Indiana,2,"Cenkush, Ron",LIB,10601,0.03822149792505688,0,2016
Indiana,3,"Banks, Jim",R,201396,0.7011248159249704,1,2016
Indiana,3,"Schrader, Tommy A.",D,66023,0.22984748317649967,0,2016
Indiana,3,"Snyder, Pepper",LIB,19828,0.06902770089852983,0,2016
Indiana,4,"Rokita, Todd  #",R,193412,0.645925312422771,1,2016
Indiana,4,"Dale, John",D,91256,0.30476165031359165,0,2016
Indiana,4,"Mayoras, Steven M.",LIB,14766,0.049313037263637394,0,2016
Indiana,5,"Brooks, Susan W.  #",R,221957,0.6146094950641727,1,2016
Indiana,5,"Demaree, Angela",D,123849,0.34294377448876456,0,2016
Indiana,5,"Wittlief, Matthew",LIB,15329,0.042446730447062736,0,2016
Indiana,6,"Messer, Luke",R,204920,0.691398012719942,1,2016
Indiana,6,"Welsh, Barry",D,79135,0.2670006916679319,0,2016
Indiana,6,"Turvey, Rich",LIB,12330,0.04160129561212612,0,2016
Indiana,7,"Carson, André D.",D,158739,0.5997619677334038,1,2016
Indiana,7,"Ping, Catherine (CAT)",R,94456,0.35688215513658517,0,2016
Indiana,7,"Thompson, Drew",LIB,11475,0.043355877130010954,0,2016
Indiana,8,"Bucshon, Larry D.",R,187702,0.6368975918944871,1,2016
Indiana,8,"Drake, Ron",D,93356,0.316769195793874,0,2016
Indiana,8,"Horning, Andrew",LIB,13655,0.04633321231163878,0,2016
Indiana,9,"Hollingsworth, Trey",R,174791,0.5414117698076155,1,2016
Indiana,9,"Yoder, Shelli",D,130627,0.40461462692392275,0,2016
Indiana,9,"Brooksbank, Russell",LIB,17425,0.05397360326846176,0,2016
Iowa,1,"Blum, Rod",R,206903,0.5374424965647299,1,2016
Iowa,1,"Vernon, Monica",D,177403,0.46081454216745416,0,2016
Iowa,2,"Loebsack, Dave",D,198571,0.5366319669650192,1,2016
Iowa,2,"Peters, Christopher",R,170933,0.4619411294158343,0,2016
Iowa,3,"Young, David",R,208598,0.5344733490995088,1,2016
Iowa,3,"Mowrer, Jim",D,155002,0.3971487648832782,0,2016
Iowa,3,"Holder, Bryan Jack",LIB,15372,0.0393864002644208,0,2016
Iowa,3,"Addy, Claudia",NNE,6348,0.01626495373917143,0,2016
Iowa,3,"Grandanette, Joe",NNE,4518,0.01157609656483562,0,2016
Iowa,4,"King, Steve",R,226719,0.6123254262556751,1,2016
Iowa,4,"Weaver, Kim",D,142993,0.3861972295069127,0,2016
Kansas,1,"Marshall, Roger",R ,169992,0.6589577898290894,1,2016
Kansas,1,"Huelskamp, Tim",R/W,874,NA,0,2016
Kansas,1,"LaPolice, Alan",IND,67739,0.2625837787968415,0,2016
Kansas,1,"Burt, Kerry",LIB,19366,0.07507045365564347,0,2016
Kansas,2,"Jenkins, Lynn",R ,181228,0.6093725306908854,1,2016
Kansas,2,"Potter, Britani",D ,96840,0.32562096294229004,0,2016
Kansas,2,"Bales, James Houston",LIB,19333,0.06500650636682459,0,2016
Kansas,3,"Yoder, Kevin",R ,176022,0.5130146628078797,1,2016
Kansas,3,"Sidie, Jay",D ,139300,0.40598869760108186,0,2016
Kansas,3,"Hohe, Steven A.",LIB,27791,0.08099663959103852,0,2016
Kansas,4,"Pompeo, Michael",R ,166998,0.6067116922372671,1,2016
Kansas,4,"Giroux, Daniel B.",D,81495,0.2960752186186426,0,2016
Kansas,4,"Allen, Miranda",IND,19021,0.06910419943978405,0,2016
Kansas,4,"Bakken, Gorden J.",LIB,7737,0.02810888970430625,0,2016
Kentucky,NA,"Comer, James R.",R,216959,0.7256129578161946,1,2016
Kentucky,NA,"Gaskins, Samuel L.",D,81710,0.2732766780044214,0,2016
Kentucky,NA,"McIntosh, Terry",W,332,0.0011103641793840154,0,2016
Kentucky,NA,"Comer, James R.",R,209810,0.7219318498535904,1,2016
Kentucky,NA,"Gaskins, Samuel L.",D,80813,0.2780681501464096,0,2016
Kentucky,2,"Guthrie, S. Brett",R,251825,1,1,2016
Kentucky,3,"Yarmuth, John A.",D,212401,0.6349919580022362,1,2016
Kentucky,3,"Bratcher, Harold",R,122093,0.36500804199776377,0,2016
Kentucky,4,"Massie, Thomas",R,233922,0.7132050965434605,1,2016
Kentucky,4,"Sidle, Calvin",D,94065,0.28679490345653946,0,2016
Kentucky,5,"Rogers, Harold ""Hal""",R,221242,1,1,2016
Kentucky,6,"Barr, Andy",R,202099,0.61089028404574,1,2016
Kentucky,6,"Kemper, Nancy Jo",D,128728,0.3891097159542601,0,2016
Louisiana,1,"Scalise, Steve",R,243645,0.745575112917243,1,2016
Louisiana,1,"Dugas, Lee Ann",D,41840,0.1280340771386954,0,2016
Louisiana,1,"Faust, Danil Ezekiel",D,12708,0.038887596851781586,0,2016
Louisiana,1,"Kearney, Howard",LIB,9405,0.028780126565234952,0,2016
Louisiana,1,"Swider, Joseph ""Joe""",D,9237,0.028266031800433307,0,2016
Louisiana,1,"Barron, Eliot",GRE,6717,0.02055461032840863,0,2016
Louisiana,1,"Yang, Chuemai",NPA,3236,0.009902444398203116,0,2016
Louisiana,2,"Richmond, Cedric",D,198289,0.6975400061209629,1,2016
Louisiana,2,"Holden, Melvin L. ""Kip""",D,57125,0.2009540259402186,0,2016
Louisiana,2,"Cutno, Kenneth",D,28855,0.10150596793881851,0,2016
Louisiana,3,"Higgins, Clay",R,84912,0.2649740680409669,1,2016
Louisiana,3,"Angelle, Scott A.",R,91532,0.2856322592322143,0,2016
Louisiana,3,"Hebert, Jacob ""Dorian Phibian""",D,28385,0.08857745573467643,0,2016
Louisiana,3,"Rader, Larry",D,27830,0.08684553789311414,0,2016
Louisiana,3,"Rantz, Gus",R,25662,0.080080136306615,0,2016
Louisiana,3,"Ellison, ""Greg""",R,24882,0.07764608961036529,0,2016
Louisiana,3,"Geymann, Brett",R,21607,0.06742621405880407,0,2016
Louisiana,3,"Barrilleaux, Bryan",R,6223,0.01941932383431007,0,2016
Louisiana,3,"McLendon, Guy",LIB,2937,0.009165121983186354,0,2016
Louisiana,3,"Scelfo, Kenny P., Sr.",NPA,2670,0.008331929075623959,0,2016
Louisiana,3,"Rees, Grover Joseph",R,2457,0.007667247093186541,0,2016
Louisiana,3,"Vidrine, Herman L.",R,1357,0.004234617136936971,0,2016
Louisiana,4,"Johnson, ""Mike""",R,70580,0.2467961606377957,1,2016
Louisiana,4,"Jones, Marshall",D,80593,0.28180848645908,0,2016
Louisiana,4,"Baucum, Ralph ""Trey""",R,50412,0.17627497945696452,0,2016
Louisiana,4,"Jenkins, Oliver",R,44521,0.15567599699284929,0,2016
Louisiana,4,"Guillory, Elbert",R,21017,0.07348986834973863,0,2016
Louisiana,4,"John, ""Rick""",R,13220,0.04622620067486057,0,2016
Louisiana,4,"Halverson, Mark David",NPA,3149,0.011011067014004231,0,2016
Louisiana,4,"Krefft, Kenneth J.",NPA,2493,0.008717240414707065,0,2016
Louisiana,5,"Abraham, Ralph,  Jr.",R,208545,0.8157058929367681,1,2016
Louisiana,5,"Burkette, Billy",R,47117,0.18429410706323193,0,2016
Louisiana,6,"Graves, Garret",R,207483,0.6266513237772502,1,2016
Louisiana,6,"Lieberman, Richard",D,49380,0.14914013373683924,0,2016
Louisiana,6,"Bell, Robert Lamar ""Bob""",R,33592,0.10145636639303167,0,2016
Louisiana,6,"Sampson, Jermaine",D,29822,0.090070009483597,0,2016
Louisiana,6,"Fontanesi, Richard M.",LIB,7603,0.022962989809663603,0,2016
Louisiana,6,"Graham, Devin Lance",OTH,3218,0.00971917679961824,0,2016
Maine,1,"Pingree, Chellie",D,227546,0.5798960730495858,1,2016
Maine,1,"Holbrook, Mark I.",R,164569,0.4194005469034713,0,2016
Maine,1,"Bouchard, James J.",W(LIB),276,7.033800469429727e-4,0,2016
Maine,2,"Poliquin, Bruce",R,192878,0.5476641405178557,1,2016
Maine,2,"Cain, Emily Ann",D,159081,0.45169982651064927,0,2016
Maine,2,"Dresser, Jay Parker",W(IND),224,6.36032971494933e-4,0,2016
Maryland,1,"Harris, Andy",R,242574,0.6699144151981375,1,2016
Maryland,1,"Werner, Joe",D,103622,0.286171937353803,0,2016
Maryland,1,"Beers, Matt",LIB,15370,0.042447189565227,0,2016
Maryland,2,"Ruppersberger, C.A. Dutch",D,192183,0.6209868165955796,1,2016
Maryland,2,"McDonough, Pat",R,102577,0.3314495282409203,0,2016
Maryland,2,"Kasprzak, Kristin S.",LIB,14128,0.04565076903192452,0,2016
Maryland,3,"Sarbanes, John",D,214640,0.6318981379259586,1,2016
Maryland,3,"Plaster, Mark",R,115048,0.33870022815926987,0,2016
Maryland,3,"Eze, Nnabu",GRE,9461,0.027853094870096417,0,2016
Maryland,3,"Dalrymple, Ann",W,63,1.8547140649149922e-4,0,2016
Maryland,4,"Brown, Anthony G.",D,237501,0.7406861063464837,1,2016
Maryland,4,"McDermott, George E.",R,68670,0.21415874005925464,0,2016
Maryland,4,"Clark, Kamesha T.",GRE,8204,0.025585529393419616,0,2016
Maryland,4,"Krause, Benjamin Lee",LIB,5744,0.01791361297364728,0,2016
Maryland,4,"Petrus, Adrian",W,18,5.6135973803212225e-5,0,2016
Maryland,5,"Hoyer, Steny H.",D,242989,0.6737828380019633,1,2016
Maryland,5,"Arness, Mark",R,105931,0.2937354769655662,0,2016
Maryland,5,"Summers, Jason",LIB,11078,0.030718124192394506,0,2016
Maryland,6,"Delaney, John K.",D,185770,0.5595937018974435,1,2016
Maryland,6,"Hoeber, Amie",R,133081,0.4008789871465451,0,2016
Maryland,6,"Howser, David L.",LIB,6889,0.020751687637247607,0,2016
Maryland,6,"Gluck, George",GRE,5824,0.01754359541287996,0,2016
Maryland,6,"Athey, Ted",W,103,3.102661963472933e-4,0,2016
Maryland,7,"Cummings, Elijah",D,238838,0.7489150612081076,1,2016
Maryland,7,"Vaughn, Corrogan R.",R,69556,0.21810405378286174,0,2016
Maryland,7,"Hoeing, Myles B.",GRE,9715,0.03046294902669075,0,2016
Maryland,7,"Newton, William T.",W,202,6.33403572145294e-4,0,2016
Maryland,7,"Pearson, Michael T.",W,17,5.3306241220148505e-5,0,2016
Maryland,8,"Raskin, Jamie",D,220657,0.6056614442090008,1,2016
Maryland,8,"Cox, Dan",R,124651,0.34214325710082233,0,2016
Maryland,8,"Wallace, Nancy",GRE,11201,0.030744611938823684,0,2016
Maryland,8,"Wunder, Jasen",LIB,7283,0.01999044806271341,0,2016
Maryland,8,"Little, Kevin Levester",W,5,1.3724047825561863e-5,0,2016
Massachusetts,1,"Neal, Richard E.",D,235803,0.7333573843297392,1,2016
Massachusetts,1,"Mayock, Frederick O.",IND,57504,0.1788398918949179,0,2016
Massachusetts,1,"Simmons, Thomas T.",LIB,27511,0.08556038303285138,0,2016
Massachusetts,1,All Others,W,721,0.0022423407424915797,0,2016
Massachusetts,2,"McGovern, James P.",D,275487,0.9824400611958874,1,2016
Massachusetts,2,All Others,W,4924,0.017559938804112534,0,2016
Massachusetts,3,"Tsongas, Nicola S.",D,236713,0.6869370153689001,1,2016
Massachusetts,3,"Wofford, Ann",R,107519,0.31201827088266704,0,2016
Massachusetts,3,All Others,W,360,0.0010447137484329294,0,2016
Massachusetts,4,"Kennedy, Joseph P., III",D,265823,0.7009859894043717,1,2016
Massachusetts,4,"Rosa, David A.",R,113055,0.298130602062693,0,2016
Massachusetts,4,All Others,W,335,8.83408532935316e-4,0,2016
Massachusetts,5,"Clark, Katherine M.",D,285606,0.9855041458625913,1,2016
Massachusetts,5,All Others,W,4201,0.01449585413740869,0,2016
Massachusetts,6,"Moulton, Seth",D,308923,0.9836589132476795,1,2016
Massachusetts,6,All Others,W,5132,0.016341086752320454,0,2016
Massachusetts,7,"Capuano, Michael E.",D,253354,0.9861547384113565,1,2016
Massachusetts,7,All Others,W,3557,0.013845261588643538,0,2016
Massachusetts,8,"Lynch, Stephen F.",D,271019,0.7241366411499873,1,2016
Massachusetts,8,"Burke, William",R,102744,0.27452206324395817,0,2016
